40	1.45   0.48
45	2.44   0.49
50	2.44   0.31
55	2.33   0.30
60	2.52   0.30
65	3.18   0.30
70	2.70   0.30
75	3.39   0.31
80	2.87   0.20
85	2.65   0.20
90	2.38   0.20
95	1.65   0.19
100	1.64   0.19
105	1.65   0.28
110	0.99   0.28
115	1.00   0.31
